,id,change2_original_id,patch_original_id,patch_name,date,series,newseries,submitter_individual,submitter_identity,is_correct,comment,web_url,state,commit_ref
21,7,ffmpeg-change2-9883,ffmpeg-patch-37482,"[FFmpeg-devel,FFmpeg-devel,v10,9/9] Changes in Changelog and MAINTAINERS files",2022-08-25T13:35:35,ffmpeg-series-7296,,ffmpeg-individual-509,ffmpeg-people-1407,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/015001d8b887$8e7297c0$ab57c740$@samsung.com/,new,
22,,ffmpeg-change2-9883,ffmpeg-patch-37597,"[FFmpeg-devel,v11,9/9] Changes in Changelog and MAINTAINERS files",2022-09-01T13:32:58,ffmpeg-series-7353,,ffmpeg-individual-509,ffmpeg-people-1407,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20220901133258.1782-1-d.kozinski@samsung.com/,new,
23,,ffmpeg-change2-9883,ffmpeg-patch-37709,"[FFmpeg-devel,v12,9/9] avcodec/evc: Changes in Changelog and MAINTAINERS files",2022-09-06T11:48:30,ffmpeg-series-7402,,ffmpeg-individual-509,ffmpeg-people-1407,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20220906114830.226-1-d.kozinski@samsung.com/,new,
24,8,ffmpeg-change2-21849,ffmpeg-patch-25456,"[FFmpeg-devel,2/3] Support size = 1 and size = 0 special cases in probing",2021-02-05T19:11:31,ffmpeg-series-3226,ffmpeg-newseries-4037,ffmpeg-individual-1,ffmpeg-people-1,1,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20210205191132.6027-2-michael@niedermayer.cc/,new,
25,,ffmpeg-change2-21849,ffmpeg-patch-25461,"[FFmpeg-devel,2/8] avformat/mov: Support size = 1 and size = 0 special cases in probing",2021-02-06T17:22:55,ffmpeg-series-3229,ffmpeg-newseries-4038,ffmpeg-individual-1,ffmpeg-people-1,1,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20210206172301.11769-2-michael@niedermayer.cc/,accepted,
26,9,ffmpeg-change2-2643,ffmpeg-patch-33142,"[FFmpeg-devel,4/4] avcodec/dvdsubdec: fix writing ppm",2022-01-07T04:49:26,ffmpeg-series-5702,ffmpeg-newseries-5283,ffmpeg-individual-474,ffmpeg-people-1362,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/341474e338078e920e584bd6b781e8420c86adc8.1641530966.git.ffmpegagent@gmail.com/,new,
27,,ffmpeg-change2-2643,ffmpeg-patch-33194,"[FFmpeg-devel,v2,2/2] avcodec/dvdsubdec, dvbsubdec: fix writing ppm",2022-01-10T19:55:33,ffmpeg-series-5727,ffmpeg-newseries-5293,ffmpeg-individual-474,ffmpeg-people-1362,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/0cd2c77f31faac220dd92a147b98c881f6c9a8e1.1641844533.git.ffmpegagent@gmail.com/,new,
28,10,ffmpeg-change2-3574,ffmpeg-patch-6250,"[FFmpeg-devel,ogm] Free extradata before reallocating.",2017-11-21T23:12:06,,,ffmpeg-individual-65,ffmpeg-people-369,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/CAPUDrwfCW=aVPtqmaOxqYZTJ+0MZmSUus501fUBvn=O1+KV-Yg@mail.gmail.com/,new,
29,,ffmpeg-change2-3574,ffmpeg-patch-6426,"[FFmpeg-devel,ogg] Free opus extradata before reallocating.",2017-11-28T21:47:11,,,ffmpeg-individual-65,ffmpeg-people-369,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/CAPUDrwdUMBmM9WFYvJohoQ7WUyWzKmV6DE8HR_F0_2KdLmEhtA@mail.gmail.com/,new,
30,11,ffmpeg-change2-21969,ffmpeg-patch-2238,"[FFmpeg-devel,2/6] qsv: Add ability to create a session from a device context",2017-01-17T22:30:19,,ffmpeg-newseries-357,ffmpeg-individual-72,ffmpeg-people-21,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/916eb042-dfe8-80dd-a786-9a3fa2ba4bad@jkqxz.net/,new,
31,,ffmpeg-change2-21969,ffmpeg-patch-3948,"[FFmpeg-devel,10/24] qsv: Add ability to create a session from a device",2017-06-12T22:40:27,,ffmpeg-newseries-592,ffmpeg-individual-72,ffmpeg-people-21,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20170612224041.6750-11-sw@jkqxz.net/,accepted,4936a48b1e6fc2147599541f8b25f43a8a9d1f16
32,12,ffmpeg-change2-9019,ffmpeg-patch-19905,[FFmpeg-devel] avformat/ogg: Add partial support for demuxing,2020-05-28T00:10:06,ffmpeg-series-1332,,ffmpeg-individual-159,ffmpeg-people-1006,1,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/BYAPR15MB2647FA2C33345B8163376A42F78E0@BYAPR15MB2647.namprd15.prod.outlook.com/,new,
33,,ffmpeg-change2-9019,ffmpeg-patch-19907,"[FFmpeg-devel,v2] avformat/ogg: Add partial support for OggPCM demuxing",2020-05-28T00:34:08,ffmpeg-series-1334,,ffmpeg-individual-159,ffmpeg-people-1006,1,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/BYAPR15MB26470DA6103E5F8EE9E612F3F78E0@BYAPR15MB2647.namprd15.prod.outlook.com/,new,
34,13,ffmpeg-change2-23521,ffmpeg-patch-33141,"[FFmpeg-devel,3/4] avcodec/dvdsubdec: don't dump images to disk based on DEBUG define",2022-01-07T04:49:25,ffmpeg-series-5702,ffmpeg-newseries-5283,ffmpeg-individual-474,ffmpeg-people-1362,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/9186ff48ec44e93fa268d743d9cb37b57c2f3301.1641530966.git.ffmpegagent@gmail.com/,new,
35,,ffmpeg-change2-23521,ffmpeg-patch-33193,"[FFmpeg-devel,v2,1/2] avcodec/dvdsubdec, dvbsubdec: don't dump images to disk based on DEBUG define",2022-01-10T19:55:32,ffmpeg-series-5727,ffmpeg-newseries-5293,ffmpeg-individual-474,ffmpeg-people-1362,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/2f12ac7f1fafe9a6032ec67c3441adfbdcbd2d30.1641844533.git.ffmpegagent@gmail.com/,new,
36,14,ffmpeg-change2-17731,ffmpeg-patch-37477,"[FFmpeg-devel,FFmpeg-devel,v10,4/9] Added demuxer to handle reading EVC video files",2022-08-25T13:35:12,ffmpeg-series-7296,,ffmpeg-individual-509,ffmpeg-people-1407,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/014b01d8b887$80de7cf0$829b76d0$@samsung.com/,new,
37,,ffmpeg-change2-17731,ffmpeg-patch-37591,"[FFmpeg-devel,v11,4/9] Added demuxer to handle reading EVC video files",2022-09-01T13:27:19,ffmpeg-series-7353,,ffmpeg-individual-509,ffmpeg-people-1407,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20220901132719.553-1-d.kozinski@samsung.com/,new,
38,,ffmpeg-change2-17731,ffmpeg-patch-37704,"[FFmpeg-devel,v12,4/9] avformat/evc_demuxer: Added demuxer to handle reading EVC video files",2022-09-06T11:43:02,ffmpeg-series-7402,,ffmpeg-individual-509,ffmpeg-people-1407,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20220906114302.216-1-d.kozinski@samsung.com/,new,
39,15,ffmpeg-change2-23781,ffmpeg-patch-5837,[FFmpeg-devel] avcodec/mips: Improve hevc bi 4 tap hz and vt mc msa functions,2017-11-03T05:37:08,,,ffmpeg-individual-1244,ffmpeg-people-375,0,multiple commits,https://patchwork.ffmpeg.org/project/ffmpeg/patch/1509687428-18604-1-git-send-email-kaustubh.raste@imgtec.com/,accepted,e1555eb76cd21870a8ae8f8907d902443d896e44
40,,ffmpeg-change2-23781,ffmpeg-patch-5838,[FFmpeg-devel] avcodec/mips: Improve hevc bi wgt 4 tap hz and vt mc msa functions,2017-11-03T06:29:08,,,ffmpeg-individual-1244,ffmpeg-people-375,0,multiple commits,https://patchwork.ffmpeg.org/project/ffmpeg/patch/1509690548-13599-1-git-send-email-kaustubh.raste@imgtec.com/,accepted,8f6c398d44b5b40ed99ed06fa0c0bbf83524b6d7
41,,ffmpeg-change2-23781,ffmpeg-patch-5845,[FFmpeg-devel] avcodec/mips: Improve hevc bi 4 tap hz and vt mc msa functions,2017-11-03T12:22:40,,,ffmpeg-individual-841,ffmpeg-people-377,0,multiple commits,https://patchwork.ffmpeg.org/project/ffmpeg/patch/70293ACCC3BA6A4E81FFCA024C7A86E1E0596CA7@PUMAIL01.pu.imgtec.org/,new,
42,,ffmpeg-change2-23781,ffmpeg-patch-5847,[FFmpeg-devel] avcodec/mips: Improve hevc bi wgt 4 tap hz and vt mc msa functions,2017-11-03T12:22:50,,,ffmpeg-individual-841,ffmpeg-people-377,0,multiple commits,https://patchwork.ffmpeg.org/project/ffmpeg/patch/70293ACCC3BA6A4E81FFCA024C7A86E1E0596CAE@PUMAIL01.pu.imgtec.org/,new,
43,16,ffmpeg-change2-17698,ffmpeg-patch-9229,[FFmpeg-devel] libavfilter/opencl.h: Add macro for setting opencl kernel arguments,2018-06-02T16:58:22,,,ffmpeg-individual-946,ffmpeg-people-546,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/1527958702-17377-1-git-send-email-danyaschenko@gmail.com/,new,
44,,ffmpeg-change2-17698,ffmpeg-patch-9241,[FFmpeg-devel] libavfilter/opencl.h: Add macro for setting opencl kernel,2018-06-04T00:03:48,,,ffmpeg-individual-946,ffmpeg-people-546,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/1528070628-8202-1-git-send-email-danyaschenko@gmail.com/,superseded,
45,,ffmpeg-change2-17698,ffmpeg-patch-9368,[FFmpeg-devel] libavfilter/opencl.h: Add macro for setting opencl kernel,2018-06-11T21:38:47,,,ffmpeg-individual-946,ffmpeg-people-546,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/1528753127-910-1-git-send-email-danyaschenko@gmail.com/,superseded,
46,,ffmpeg-change2-17698,ffmpeg-patch-9416,[FFmpeg-devel] libavfilter/opencl.h: Add macro for setting opencl kernel,2018-06-15T02:55:34,,,ffmpeg-individual-946,ffmpeg-people-546,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/1529031334-29103-1-git-send-email-danyaschenko@gmail.com/,new,
47,17,ffmpeg-change2-23957,ffmpeg-patch-5277,"[FFmpeg-devel,8/9] avcodec/videotoolbox: use decode_params to propagate PPS changes and restart on SPS changes",2017-09-26T00:36:30,,ffmpeg-newseries-772,ffmpeg-individual-287,ffmpeg-people-39,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20170926003631.55571-8-ffmpeg@tmm1.net/,new,
48,,ffmpeg-change2-23957,ffmpeg-patch-5896,"[FFmpeg-devel,v4,08/14] avcodec/videotoolbox: use decode_params to propagate H264 PPS changes and restart on SPS changes",2017-11-10T21:40:53,,ffmpeg-newseries-855,ffmpeg-individual-287,ffmpeg-people-39,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20171110214059.84891-8-ffmpeg@tmm1.net/,new,
49,18,ffmpeg-change2-4955,ffmpeg-patch-22025,"[FFmpeg-devel,1/3,GSoC] Add mutithread function for dnn_backend_native_layer_conv2d.c",2020-08-31T17:03:40,ffmpeg-series-2196,,ffmpeg-individual-229,ffmpeg-people-890,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20200831170341.879003-1-xujunzz@sjtu.edu.cn/,new,
50,,ffmpeg-change2-4955,ffmpeg-patch-22077,"[FFmpeg-devel,2/2] Add mutithread function for dnn_backend_native_layer_conv2d.c",2020-09-03T15:57:24,ffmpeg-series-2222,ffmpeg-newseries-3658,ffmpeg-individual-229,ffmpeg-people-890,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20200903155724.167477-2-xujunzz@sjtu.edu.cn/,new,
51,,ffmpeg-change2-4955,ffmpeg-patch-22091,"[FFmpeg-devel,v2,2/2] dnn_backend_native_layer_conv2d.c:Add mutithread function",2020-09-04T12:46:04,ffmpeg-series-2230,ffmpeg-newseries-3663,ffmpeg-individual-229,ffmpeg-people-890,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20200904124604.179561-2-xujunzz@sjtu.edu.cn/,superseded,
52,,ffmpeg-change2-4955,ffmpeg-patch-22094,"[FFmpeg-devel,v4,2/2] dnn_backend_native_layer_conv2d.c:Add mutithread function",2020-09-04T15:05:13,ffmpeg-series-2232,ffmpeg-newseries-3664,ffmpeg-individual-229,ffmpeg-people-890,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20200904150511.5789-2-xujunzz@sjtu.edu.cn/,superseded,
53,,ffmpeg-change2-4955,ffmpeg-patch-22130,"[FFmpeg-devel,v5,2/2] dnn_backend_native_layer_conv2d.c:Add mutithread function",2020-09-06T12:28:53,ffmpeg-series-2247,ffmpeg-newseries-3670,ffmpeg-individual-229,ffmpeg-people-890,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20200906122851.159892-2-xujunzz@sjtu.edu.cn/,accepted,3c7cad69f233252e5178f7732baa0da950d74bbd
54,19,ffmpeg-change2-6524,ffmpeg-patch-27398,"[FFmpeg-devel,26/34] avcodec/libxavs: Avoid copying packet data",2021-04-25T22:34:40,ffmpeg-series-3846,ffmpeg-newseries-4277,ffmpeg-individual-20,ffmpeg-people-1201,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/HE1PR0301MB2154FE6668FFECE9C609C2888F439@HE1PR0301MB2154.eurprd03.prod.outlook.com/,superseded,
55,,ffmpeg-change2-6524,ffmpeg-patch-27881,"[FFmpeg-devel,17/39] avcodec/libxavs: Avoid overallocating, copying packet data",2021-05-21T09:17:20,ffmpeg-series-4013,ffmpeg-newseries-4336,ffmpeg-individual-20,ffmpeg-people-1201,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/HE1PR0301MB2154A19CAE4F9E2F0D89F8638F299@HE1PR0301MB2154.eurprd03.prod.outlook.com/,accepted,
56,20,ffmpeg-change2-23634,ffmpeg-patch-418,"[FFmpeg-devel] lavc/avpacket: Fix undefined behaviour, do not pass null pointer to memcpy()",2016-09-04T19:15:47,,,ffmpeg-individual-7,ffmpeg-people-8,0,multiple commits,https://patchwork.ffmpeg.org/project/ffmpeg/patch/201609042115.47744.cehoyos@ag.or.at/,accepted,f077ad69c682c13ab75a72aec11a61cac53f0c91
57,,ffmpeg-change2-23634,ffmpeg-patch-674,"[FFmpeg-devel] lavc/avpacket: Fix undefined behaviour, do not pass a null pointer to memcpy()",2016-09-21T23:07:06,,,ffmpeg-individual-7,ffmpeg-people-8,0,multiple commits,https://patchwork.ffmpeg.org/project/ffmpeg/patch/201609220107.06288.cehoyos@ag.or.at/,accepted,c54eef46f990722ed65fd1ad1da3d0fc50806eb5
58,21,ffmpeg-change2-21892,ffmpeg-patch-4867,[FFmpeg-devel] Fix SIGBUS on ARM when compiled with binutils 2.29,2017-08-28T23:18:52,,,ffmpeg-individual-828,ffmpeg-people-411,1,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20170828232815.8BEFF370@melkor.jcowgill.uk/,superseded,
59,,ffmpeg-change2-21892,ffmpeg-patch-4875,"[FFmpeg-devel,v2] avcodec/arm: Fix SIGBUS on ARM when compiled with binutils 2.29",2017-08-29T10:10:14,,,ffmpeg-individual-828,ffmpeg-people-411,1,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20170829101633.8435F2CF@melkor.jcowgill.uk/,superseded,
60,22,ffmpeg-change2-112,ffmpeg-patch-30511,"[FFmpeg-devel,1/5,IMF,demuxer] build system",2021-09-23T17:00:38,ffmpeg-series-4933,,ffmpeg-individual-392,ffmpeg-people-1270,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20210923170042.28903-1-pal@sandflow.com/,new,
61,,ffmpeg-change2-112,ffmpeg-patch-30522,"[FFmpeg-devel,5/5,IMF,demuxer] build system",2021-09-23T19:29:31,ffmpeg-series-4936,ffmpeg-newseries-4640,ffmpeg-individual-392,ffmpeg-people-1270,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20210923192931.24829-5-pal@sandflow.com/,new,
62,,ffmpeg-change2-112,ffmpeg-patch-30664,"[FFmpeg-devel,5/5] avformat/imf: Build system",2021-09-29T20:47:51,ffmpeg-series-4992,ffmpeg-newseries-4684,ffmpeg-individual-392,ffmpeg-people-1270,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20210929204751.6320-5-pal@sandflow.com/,new,
63,,ffmpeg-change2-112,ffmpeg-patch-30975,"[FFmpeg-devel,5/5] avformat/imf: Build system",2021-10-07T23:41:26,ffmpeg-series-5043,ffmpeg-newseries-4770,ffmpeg-individual-392,ffmpeg-people-1270,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20211007234126.5353-5-pal@sandflow.com/,new,
64,,ffmpeg-change2-112,ffmpeg-patch-31171,"[FFmpeg-devel,5/5] avformat/imf: Build system",2021-10-20T14:53:36,ffmpeg-series-5119,ffmpeg-newseries-4833,ffmpeg-individual-392,ffmpeg-people-1270,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20211020145336.19725-5-pal@sandflow.com/,new,
65,23,ffmpeg-change2-5359,ffmpeg-patch-17179,"[FFmpeg-devel,8/9] avformat/wavdec: Reindent after last commit",2020-01-03T15:56:35,ffmpeg-series-18,ffmpeg-newseries-2816,ffmpeg-individual-29,ffmpeg-people-897,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20200103155636.7476-9-nicolas.gaullier@cji.paris/,new,
66,,ffmpeg-change2-5359,ffmpeg-patch-17369,"[FFmpeg-devel,v2,6/8] avformat/wavdec.c: Reindent after last commit",2020-01-15T10:56:00,ffmpeg-series-106,ffmpeg-newseries-2849,ffmpeg-individual-29,ffmpeg-people-897,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20200115105602.1184-7-nicolas.gaullier@cji.paris/,superseded,
67,,ffmpeg-change2-5359,ffmpeg-patch-22708,"[FFmpeg-devel,v4,6/9] avformat/wavdec.c: Reindent after last commit",2020-10-02T22:23:43,ffmpeg-series-2455,ffmpeg-newseries-3755,ffmpeg-individual-29,ffmpeg-people-897,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20201002222346.1196-7-nicolas.gaullier@cji.paris/,superseded,
68,,ffmpeg-change2-5359,ffmpeg-patch-23074,"[FFmpeg-devel,v5,6/9] avformat/wavdec.c: Reindent after last commit",2020-10-19T08:19:26,ffmpeg-series-2593,ffmpeg-newseries-3799,ffmpeg-individual-29,ffmpeg-people-897,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20201019081929.1926-7-nicolas.gaullier@cji.paris/,new,
69,24,ffmpeg-change2-11084,ffmpeg-patch-19614,"[FFmpeg-devel,6/7] avcodec/ttadsp: Fix several integer overflows in tta_filter_process_c()",2020-05-10T19:20:18,ffmpeg-series-1180,ffmpeg-newseries-3213,ffmpeg-individual-1,ffmpeg-people-1,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20200510192019.14218-6-michael@niedermayer.cc/,accepted,8627885172cc54db95f86529d134308d4d095054
70,,ffmpeg-change2-11084,ffmpeg-patch-31117,"[FFmpeg-devel,2/2] avcodec/ttadsp: Fix integer overflows in tta_filter_process_c()",2021-10-14T22:13:23,ffmpeg-series-5095,ffmpeg-newseries-4822,ffmpeg-individual-1,ffmpeg-people-1,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/20211014221323.21096-2-michael@niedermayer.cc/,new,
71,25,ffmpeg-change2-1899,ffmpeg-patch-9849,[FFmpeg-devel] lavf: add avs2 demuxer,2018-07-31T15:02:20,,,ffmpeg-individual-187,ffmpeg-people-598,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/1533049340-3864-1-git-send-email-hwrenx@126.com/,new,
72,,ffmpeg-change2-1899,ffmpeg-patch-9877,"[FFmpeg-devel,v2] lavf: add raw AVS2 demuxer",2018-08-03T11:25:08,,,ffmpeg-individual-187,ffmpeg-people-598,,,https://patchwork.ffmpeg.org/project/ffmpeg/patch/1533295508-7869-1-git-send-email-hwrenx@126.com/,superseded,
