,id,change1_original_id,patch_original_id,patch_name,date,series,newseries,submitter_individual,submitter_identity,is_correct,comment,web_url,state,commit_ref
11,5,kernel-change1-1101415,kernel-patch-11971663,[14/25] net: stmmac: Use optional clock request method to get stmmaceth,2020-12-14T09:16:04,kernel-series-401375,kernel-newseries-306572,kernel-individual-22833,kernel-people-190909,,,https://patchwork.kernel.org/project/netdevbpf/patch/20201214091616.13545-15-Sergey.Semin@baikalelectronics.ru/,changes-requested,
12,,kernel-change1-1101415,kernel-patch-12075543,"[v2,14/24] net: stmmac: Use optional clock request method to get stmmaceth",2021-02-08T13:55:58,kernel-series-430005,kernel-newseries-307238,kernel-individual-22833,kernel-people-190909,,,https://patchwork.kernel.org/project/netdevbpf/patch/20210208135609.7685-15-Sergey.Semin@baikalelectronics.ru/,changes-requested,
13,6,kernel-change1-1099443,kernel-patch-12297417,"[v2,1/2] can: netlink: remove redundant check in can_validate()",2021-06-03T15:15:49,kernel-series-493477,kernel-newseries-308589,kernel-individual-23026,kernel-people-194707,,,https://patchwork.kernel.org/project/netdevbpf/patch/20210603151550.140727-2-mailhol.vincent@wanadoo.fr/,awaiting-upstream,
14,,kernel-change1-1099443,kernel-patch-12399623,"[net-next,12/46] can: netlink: remove redundant check in can_validate()",2021-07-26T14:11:10,kernel-series-521269,kernel-newseries-309147,kernel-individual-22944,kernel-people-7454,,,https://patchwork.kernel.org/project/netdevbpf/patch/20210726141144.862529-13-mkl@pengutronix.de/,accepted,6b6bd199926797414bf4d6843312709dfd4a649e
15,7,kernel-change1-1089096,kernel-patch-12116667,"[RFC,V2,net-next,1/5] ethtool: Allow network drivers to dump arbitrary EEPROM data",2021-03-04T18:57:04,kernel-series-442189,kernel-newseries-307521,kernel-individual-23046,kernel-people-194903,,,https://patchwork.kernel.org/project/netdevbpf/patch/1614884228-8542-2-git-send-email-moshe@nvidia.com/,superseded,
16,,kernel-change1-1089096,kernel-patch-12140143,"[RFC,V3,net-next,1/5] ethtool: Allow network drivers to dump arbitrary EEPROM data",2021-03-15T17:12:39,kernel-series-448467,kernel-newseries-307658,kernel-individual-23046,kernel-people-194903,,,https://patchwork.kernel.org/project/netdevbpf/patch/1615828363-464-2-git-send-email-moshe@nvidia.com/,superseded,
17,,kernel-change1-1089096,kernel-patch-12155659,"[RFC,V4,net-next,1/5] ethtool: Allow network drivers to dump arbitrary EEPROM data",2021-03-22T17:11:11,kernel-series-453131,kernel-newseries-307763,kernel-individual-23046,kernel-people-194903,,,https://patchwork.kernel.org/project/netdevbpf/patch/1616433075-27051-2-git-send-email-moshe@nvidia.com/,superseded,
18,,kernel-change1-1089096,kernel-patch-12164253,"[RFC,V5,net-next,1/5] ethtool: Allow network drivers to dump arbitrary EEPROM data",2021-03-25T14:56:51,kernel-series-455533,kernel-newseries-307809,kernel-individual-23046,kernel-people-194903,,,https://patchwork.kernel.org/project/netdevbpf/patch/1616684215-4701-2-git-send-email-moshe@nvidia.com/,rfc,
19,,kernel-change1-1089096,kernel-patch-12193261,"[net-next,1/8] ethtool: Allow network drivers to dump arbitrary EEPROM data",2021-04-09T08:06:34,kernel-series-464059,kernel-newseries-307993,kernel-individual-23046,kernel-people-194903,,,https://patchwork.kernel.org/project/netdevbpf/patch/1617955601-21055-2-git-send-email-moshe@nvidia.com/,accepted,c781ff12a2f37a9795e13bf328e5053d3e69f9e0
20,8,kernel-change1-1102715,kernel-patch-12035083,"[net-next,7/7] octeontx2-pf: ethtool physical link configuration",2021-01-21T07:53:29,kernel-series-418861,kernel-newseries-306964,kernel-individual-23342,kernel-people-197195,1,previous evaluation result,https://patchwork.kernel.org/project/netdevbpf/patch/1611215609-92301-8-git-send-email-hkelam@marvell.com/,superseded,
21,,kernel-change1-1102715,kernel-patch-12049201,"[v2,net-next,7/7] octeontx2-pf: ethtool physical link configuration",2021-01-27T07:45:52,kernel-series-422611,kernel-newseries-307063,kernel-individual-23342,kernel-people-197195,1,previous evaluation result,https://patchwork.kernel.org/project/netdevbpf/patch/1611733552-150419-8-git-send-email-hkelam@marvell.com/,superseded,
22,,kernel-change1-1102715,kernel-patch-12058089,"[v3,net-next,7/7] octeontx2-pf: ethtool physical link configuration",2021-02-01T05:24:44,kernel-series-425101,kernel-newseries-307114,kernel-individual-23342,kernel-people-197195,1,previous evaluation result,https://patchwork.kernel.org/project/netdevbpf/patch/1612157084-101715-8-git-send-email-hkelam@marvell.com/,superseded,
23,,kernel-change1-1102715,kernel-patch-12077733,"[v4,net-next,7/7] octeontx2-pf: ethtool physical link configuration",2021-02-09T10:35:31,kernel-series-430587,kernel-newseries-307257,kernel-individual-23342,kernel-people-197195,1,previous evaluation result,https://patchwork.kernel.org/project/netdevbpf/patch/1612866931-79299-8-git-send-email-hkelam@marvell.com/,accepted,
24,9,kernel-change1-1080371,kernel-patch-11902063,"[bpf-next,v5,28/34] bpf: eliminate rlimit-based memory accounting for sockmap and sockhash maps",2020-11-12T22:15:37,kernel-series-383159,kernel-newseries-306128,kernel-individual-22069,kernel-people-174271,,,https://patchwork.kernel.org/project/netdevbpf/patch/20201112221543.3621014-29-guro@fb.com/,changes-requested,
25,,kernel-change1-1080371,kernel-patch-11911247,"[v6,28/34] bpf: eliminate rlimit-based memory accounting for sockmap and sockhash maps",2020-11-17T02:55:23,kernel-series-385625,kernel-newseries-306183,kernel-individual-22069,kernel-people-174271,,,https://patchwork.kernel.org/project/netdevbpf/patch/20201117025529.1034387-29-guro@fb.com/,superseded,
26,,kernel-change1-1080371,kernel-patch-11911427,"[bpf-next,v6,28/34] bpf: eliminate rlimit-based memory accounting for sockmap and sockhash maps",2020-11-17T03:41:02,kernel-series-385669,kernel-newseries-306184,kernel-individual-22069,kernel-people-174271,,,https://patchwork.kernel.org/project/netdevbpf/patch/20201117034108.1186569-29-guro@fb.com/,superseded,
27,,kernel-change1-1080371,kernel-patch-11918473,"[bpf-next,v7,28/34] bpf: eliminate rlimit-based memory accounting for sockmap and sockhash maps",2020-11-19T17:37:48,kernel-series-387755,kernel-newseries-306239,kernel-individual-22069,kernel-people-174271,,,https://patchwork.kernel.org/project/netdevbpf/patch/20201119173754.4125257-29-guro@fb.com/,changes-requested,
28,,kernel-change1-1080371,kernel-patch-11930141,"[bpf-next,v8,28/34] bpf: eliminate rlimit-based memory accounting for sockmap and sockhash maps",2020-11-25T03:01:13,kernel-series-390625,kernel-newseries-306313,kernel-individual-22069,kernel-people-174271,,,https://patchwork.kernel.org/project/netdevbpf/patch/20201125030119.2864302-29-guro@fb.com/,changes-requested,
29,,kernel-change1-1080371,kernel-patch-11944163,"[bpf-next,v9,28/34] bpf: eliminate rlimit-based memory accounting for sockmap and sockhash maps",2020-12-01T21:58:54,kernel-series-394251,kernel-newseries-306401,kernel-individual-22069,kernel-people-174271,,,https://patchwork.kernel.org/project/netdevbpf/patch/20201201215900.3569844-29-guro@fb.com/,accepted,0d2c4f9640501ff57ba0be1f5644a02c29a02fa1
30,10,kernel-change1-1110081,kernel-patch-12118769,"[-tip,3/5] kprobes: treewide: Remove trampoline_address from kretprobe_trampoline_handler()",2021-03-05T15:39:30,kernel-series-442841,kernel-newseries-307531,kernel-individual-22042,kernel-people-159981,,,https://patchwork.kernel.org/project/netdevbpf/patch/161495876994.346821.11468535974887762132.stgit@devnote2/,not-applicable,
31,,kernel-change1-1110081,kernel-patch-12133789,"[-tip,v2,03/10] kprobes: treewide: Remove trampoline_address from kretprobe_trampoline_handler()",2021-03-12T06:42:17,kernel-series-446771,kernel-newseries-307611,kernel-individual-22042,kernel-people-159981,,,https://patchwork.kernel.org/project/netdevbpf/patch/161553133723.1038734.12733900684358597420.stgit@devnote2/,not-applicable,
32,,kernel-change1-1110081,kernel-patch-12150933,"[-tip,v3,03/11] kprobes: treewide: Remove trampoline_address from kretprobe_trampoline_handler()",2021-03-19T12:22:17,kernel-series-451581,kernel-newseries-307729,kernel-individual-22042,kernel-people-159981,,,https://patchwork.kernel.org/project/netdevbpf/patch/161615653716.306069.4625985536508261030.stgit@devnote2/,superseded,
33,,kernel-change1-1110081,kernel-patch-12153875,"[-tip,v4,03/12] kprobes: treewide: Remove trampoline_address from kretprobe_trampoline_handler()",2021-03-22T06:40:18,kernel-series-452581,kernel-newseries-307753,kernel-individual-22042,kernel-people-159981,,,https://patchwork.kernel.org/project/netdevbpf/patch/161639521870.895304.18081138109939857491.stgit@devnote2/,superseded,
34,,kernel-change1-1110081,kernel-patch-12166507,"[-tip,v5,03/12] kprobes: treewide: Remove trampoline_address from kretprobe_trampoline_handler()",2021-03-26T12:28:59,kernel-series-456179,kernel-newseries-307830,kernel-individual-22042,kernel-people-159981,,,https://patchwork.kernel.org/project/netdevbpf/patch/161676173948.330141.10885440129385936837.stgit@devnote2/,not-applicable,
35,,kernel-change1-1110081,kernel-patch-12280823,"[-tip,v6,03/13] kprobes: treewide: Remove trampoline_address from kretprobe_trampoline_handler()",2021-05-26T08:02:40,kernel-series-488625,kernel-newseries-308455,kernel-individual-22042,kernel-people-159981,,,https://patchwork.kernel.org/project/netdevbpf/patch/162201616029.278331.9099129848055614515.stgit@devnote2/,superseded,
36,,kernel-change1-1110081,kernel-patch-12283539,"[-tip,v7,03/13] kprobes: treewide: Remove trampoline_address from kretprobe_trampoline_handler()",2021-05-27T06:39:32,kernel-series-489329,kernel-newseries-308475,kernel-individual-22042,kernel-people-159981,,,https://patchwork.kernel.org/project/netdevbpf/patch/162209757191.436794.12654958417415894884.stgit@devnote2/,not-applicable,
37,,kernel-change1-1110081,kernel-patch-12330367,"[-tip,v8,03/13] kprobes: treewide: Remove trampoline_address from kretprobe_trampoline_handler()",2021-06-18T07:05:50,kernel-series-503001,kernel-newseries-308787,kernel-individual-22042,kernel-people-159981,,,https://patchwork.kernel.org/project/netdevbpf/patch/162399994996.506599.17672270294950096639.stgit@devnote2/,not-applicable,
38,,kernel-change1-1110081,kernel-patch-12369131,"[-tip,v9,03/14] kprobes: treewide: Remove trampoline_address from kretprobe_trampoline_handler()",2021-07-11T13:35:10,kernel-series-513611,kernel-newseries-308997,kernel-individual-22042,kernel-people-159981,,,https://patchwork.kernel.org/project/netdevbpf/patch/162601051063.1318837.8773002693937324222.stgit@devnote2/,not-applicable,
39,,kernel-change1-1110081,kernel-patch-12408835,"[-tip,v10,03/16] kprobes: treewide: Remove trampoline_address from kretprobe_trampoline_handler()",2021-07-29T14:06:24,kernel-series-523429,kernel-newseries-309202,kernel-individual-22042,kernel-people-159981,,,https://patchwork.kernel.org/project/netdevbpf/patch/162756758387.301564.1503902878275294240.stgit@devnote2/,not-applicable,
40,,kernel-change1-1110081,kernel-patch-12493697,"[-tip,v11,14/27] kprobes: treewide: Remove trampoline_address from kretprobe_trampoline_handler()",2021-09-14T14:40:45,kernel-series-546675,kernel-newseries-309726,kernel-individual-22042,kernel-people-159981,,,https://patchwork.kernel.org/project/netdevbpf/patch/163163044546.489837.13505751885476015002.stgit@devnote2/,not-applicable,
41,11,kernel-change1-1081289,kernel-patch-12691293,"[net-next,2/2] xfrm: Add support for SM4 symmetric cipher algorithm",2021-12-22T09:06:59,kernel-series-599231,kernel-newseries-311048,kernel-individual-23382,kernel-people-197541,,,https://patchwork.kernel.org/project/netdevbpf/patch/1640164019-42341-3-git-send-email-xujia39@huawei.com/,awaiting-upstream,
42,,kernel-change1-1081289,kernel-patch-12705212,[6/7] xfrm: Add support for SM4 symmetric cipher algorithm,2022-01-06T09:13:49,kernel-series-603145,kernel-newseries-311170,kernel-individual-22690,kernel-people-2711,,,https://patchwork.kernel.org/project/netdevbpf/patch/20220106091350.3038869-7-steffen.klassert@secunet.com/,accepted,23b6a6df94c6ce434e7947cfad14b1640fb9f794
43,12,kernel-change1-1103547,kernel-patch-12472367,"[net-next,04/15] net/mlx5e: Use correct return type",2021-09-02T19:05:43,kernel-series-541353,kernel-newseries-309647,kernel-individual-23076,kernel-people-194567,1,,https://patchwork.kernel.org/project/netdevbpf/patch/20210902190554.211497-5-saeed@kernel.org/,deferred,
44,,kernel-change1-1103547,kernel-patch-12516615,"[net-next,03/12] net/mlx5e: Use correct return type",2021-09-24T18:47:59,kernel-series-552573,kernel-newseries-309843,kernel-individual-23076,kernel-people-194567,1,,https://patchwork.kernel.org/project/netdevbpf/patch/20210924184808.796968-4-saeed@kernel.org/,accepted,1836d78015b4fdff9cde6559e436e9e394d33197
45,13,kernel-change1-1087509,kernel-patch-12822040,[1/3] perf: arm-spe: Fix addresses of synthesized SPE events,2022-04-21T16:52:03,kernel-series-634282,kernel-newseries-312532,kernel-individual-24120,kernel-people-205472,,,https://patchwork.kernel.org/project/netdevbpf/patch/20220421165205.117662-2-timothy.hayes@arm.com/,not-applicable,
46,,kernel-change1-1087509,kernel-patch-12838203,"[5.15,123/177] perf arm-spe: Fix addresses of synthesized SPE events",2022-05-04T16:45:16,kernel-series-638384,kernel-newseries-312703,kernel-individual-21926,kernel-people-37061,,,https://patchwork.kernel.org/project/netdevbpf/patch/20220504153104.142014535@linuxfoundation.org/,not-applicable,
47,,kernel-change1-1087509,kernel-patch-12838236,"[5.17,151/225] perf arm-spe: Fix addresses of synthesized SPE events",2022-05-04T16:46:29,kernel-series-638389,kernel-newseries-312704,kernel-individual-21926,kernel-people-37061,,,https://patchwork.kernel.org/project/netdevbpf/patch/20220504153123.567930418@linuxfoundation.org/,not-applicable,
48,14,kernel-change1-1112637,kernel-patch-12175779,"[bpf-next,v3,8/8] selftests/bpf: ringbuf_multi: use runtime page size",2021-03-31T16:45:04,kernel-series-458929,kernel-newseries-307902,kernel-individual-22383,kernel-people-169815,1,,https://patchwork.kernel.org/project/netdevbpf/patch/20210331164504.320614-8-yauheni.kaliuta@redhat.com/,superseded,
49,,kernel-change1-1112637,kernel-patch-12190077,"[bpf-next,v4,8/9] selftests/bpf: ringbuf_multi: use runtime page size",2021-04-08T06:13:09,kernel-series-462963,kernel-newseries-307978,kernel-individual-22383,kernel-people-169815,1,,https://patchwork.kernel.org/project/netdevbpf/patch/20210408061310.95877-8-yauheni.kaliuta@redhat.com/,accepted,
50,15,kernel-change1-1105784,kernel-patch-12208119,"[RFC,ethtool,4/6] netlink: fec: support displaying statistics",2021-04-16T16:02:50,kernel-series-468691,kernel-newseries-308117,kernel-individual-21892,kernel-people-190027,,,https://patchwork.kernel.org/project/netdevbpf/patch/20210416160252.2830567-5-kuba@kernel.org/,rfc,
51,,kernel-change1-1105784,kernel-patch-12213127,"[ethtool-next,4/7] netlink: fec: support displaying statistics",2021-04-20T00:31:09,kernel-series-469923,kernel-newseries-308150,kernel-individual-21892,kernel-people-190027,,,https://patchwork.kernel.org/project/netdevbpf/patch/20210420003112.3175038-5-kuba@kernel.org/,superseded,
52,,kernel-change1-1105784,kernel-patch-12218747,"[ethtool-next,v2,4/7] netlink: fec: support displaying statistics",2021-04-22T15:40:47,kernel-series-471707,kernel-newseries-308174,kernel-individual-21892,kernel-people-190027,,,https://patchwork.kernel.org/project/netdevbpf/patch/20210422154050.3339628-5-kuba@kernel.org/,superseded,
53,,kernel-change1-1105784,kernel-patch-12236525,"[PACTH,ethtool-next,v3,4/7] netlink: fec: support displaying statistics",2021-05-03T16:08:27,kernel-series-476455,kernel-newseries-308262,kernel-individual-21892,kernel-people-190027,,,https://patchwork.kernel.org/project/netdevbpf/patch/20210503160830.555241-5-kuba@kernel.org/,accepted,8145f9521b756acc1b5fe5f92fa1c8f13c75d174
54,16,kernel-change1-1097674,kernel-patch-12841105,[3/4] net: fix dev_fill_forward_path with pppoe + bridge,2022-05-06T13:18:40,kernel-series-639114,kernel-newseries-312731,kernel-individual-21943,kernel-people-4037,,,https://patchwork.kernel.org/project/netdevbpf/patch/20220506131841.3177-3-nbd@nbd.name/,superseded,
55,,kernel-change1-1097674,kernel-patch-12843470,"[v2,nf,3/4] net: fix dev_fill_forward_path with pppoe + bridge",2022-05-09T12:26:15,kernel-series-639729,kernel-newseries-312764,kernel-individual-21943,kernel-people-4037,,,https://patchwork.kernel.org/project/netdevbpf/patch/20220509122616.65449-3-nbd@nbd.name/,awaiting-upstream,
56,,kernel-change1-1097674,kernel-patch-12854170,"[net,3/7] net: fix dev_fill_forward_path with pppoe + bridge",2022-05-18T21:38:37,kernel-series-642892,kernel-newseries-312923,kernel-individual-23044,kernel-people-1694,,,https://patchwork.kernel.org/project/netdevbpf/patch/20220518213841.359653-4-pablo@netfilter.org/,accepted,cf2df74e202d81b09f09d84c2d8903e0e87e9274
57,17,kernel-change1-1106819,kernel-patch-12863056,"[RFC,net-next,15/17] net: dsa: microchip: remove the ksz8/ksz9477_switch_register",2022-05-27T07:03:56,kernel-series-645472,kernel-newseries-313000,kernel-individual-23768,kernel-people-202565,,,https://patchwork.kernel.org/project/netdevbpf/patch/20220527070358.25490-16-arun.ramadoss@microchip.com/,superseded,
58,,kernel-change1-1106819,kernel-patch-12890358,"[net-next,12/13] net: dsa: microchip: remove the ksz8/ksz9477_switch_register",2022-06-22T09:04:24,kernel-series-652687,kernel-newseries-313261,kernel-individual-23768,kernel-people-202565,,,https://patchwork.kernel.org/project/netdevbpf/patch/20220622090425.17709-13-arun.ramadoss@microchip.com/,accepted,ff3f3a3090d23259fae62f81ebca3bcb7f992bb8
59,18,kernel-change1-1097488,kernel-patch-12012499,"[net-next,3/7] ibmvnic: fix braces",2021-01-12T06:43:01,kernel-series-412869,kernel-newseries-306808,kernel-individual-22912,kernel-people-196685,,,https://patchwork.kernel.org/project/netdevbpf/patch/20210112064305.31606-4-lijunp213@gmail.com/,deferred,
60,,kernel-change1-1097488,kernel-patch-12082365,"[net-next,v2,3/8] ibmvnic: fix braces",2021-02-11T06:43:20,kernel-series-431977,kernel-newseries-307300,kernel-individual-22912,kernel-people-196685,,,https://patchwork.kernel.org/project/netdevbpf/patch/20210211064325.80591-4-lijunp213@gmail.com/,accepted,f78afaace636dfa89501be99fc5b431d85a0f639
61,19,kernel-change1-1087405,kernel-patch-12625985,"[net-next,4/9] ipw2200: constify address in ipw_send_adapter_address",2021-11-18T04:14:56,kernel-series-582033,kernel-newseries-310572,kernel-individual-21892,kernel-people-190027,1,,https://patchwork.kernel.org/project/netdevbpf/patch/20211118041501.3102861-5-kuba@kernel.org/,superseded,
62,,kernel-change1-1087405,kernel-patch-12627173,"[net-next,4/4] ipw2200: constify address in ipw_send_adapter_address",2021-11-18T14:27:20,kernel-series-582419,kernel-newseries-310580,kernel-individual-21892,kernel-people-190027,1,,https://patchwork.kernel.org/project/netdevbpf/patch/20211118142720.3176980-5-kuba@kernel.org/,accepted,a608e6794b080594590c52d2e373068d5148954c
63,20,kernel-change1-1083048,kernel-patch-12526993,"[RFC,v2,13/13] bpf: Add real world example for map tracing",2021-09-29T23:59:10,kernel-series-555323,kernel-newseries-309906,kernel-individual-23751,kernel-people-202413,,,https://patchwork.kernel.org/project/netdevbpf/patch/20210929235910.1765396-14-jevburton.kernel@gmail.com/,rfc,
64,,kernel-change1-1083048,kernel-patch-12597751,"[RFC,v3,3/3] bpf: Add real world example for map tracing",2021-11-02T02:14:32,kernel-series-573835,kernel-newseries-310398,kernel-individual-23751,kernel-people-202413,,,https://patchwork.kernel.org/project/netdevbpf/patch/20211102021432.2807760-4-jevburton.kernel@gmail.com/,rfc,
65,,kernel-change1-1083048,kernel-patch-12703980,"[bpf-next,v4,3/3] bpf: Add real world example for map tracing",2022-01-05T03:03:45,kernel-series-602761,kernel-newseries-311152,kernel-individual-23751,kernel-people-202413,,,https://patchwork.kernel.org/project/netdevbpf/patch/20220105030345.3255846-4-jevburton.kernel@gmail.com/,changes-requested,
66,21,kernel-change1-1084945,kernel-patch-12016671,"[net-next,RFC,10/10] selftests: add netdevsim devlink lc test",2021-01-13T12:12:22,kernel-series-413823,kernel-newseries-306841,kernel-individual-21971,kernel-people-41111,,,https://patchwork.kernel.org/project/netdevbpf/patch/20210113121222.733517-11-jiri@resnulli.us/,superseded,
67,,kernel-change1-1084945,kernel-patch-12038853,"[net-next,RFCv2,10/10] selftests: add netdevsim devlink lc test",2021-01-22T09:46:48,kernel-series-419759,kernel-newseries-306983,kernel-individual-21971,kernel-people-41111,,,https://patchwork.kernel.org/project/netdevbpf/patch/20210122094648.1631078-11-jiri@resnulli.us/,rfc,
68,22,kernel-change1-1083002,kernel-patch-11799453,"[bpf-next,2/4] selftests: bpf: Add helper to compare socket cookies",2020-09-25T09:56:28,kernel-series-355379,kernel-newseries-305597,kernel-individual-22798,kernel-people-190187,,,https://patchwork.kernel.org/project/netdevbpf/patch/20200925095630.49207-3-lmb@cloudflare.com/,superseded,
69,,kernel-change1-1083002,kernel-patch-11803183,"[bpf-next,v2,2/4] selftests: bpf: Add helper to compare socket cookies",2020-09-28T09:08:03,kernel-series-356413,kernel-newseries-305601,kernel-individual-22798,kernel-people-190187,,,https://patchwork.kernel.org/project/netdevbpf/patch/20200928090805.23343-3-lmb@cloudflare.com/,superseded,
70,,kernel-change1-1083002,kernel-patch-11805445,"[bpf-next,v3,2/4] selftests: bpf: Add helper to compare socket cookies",2020-09-29T09:30:37,kernel-series-357001,kernel-newseries-305607,kernel-individual-22798,kernel-people-190187,,,https://patchwork.kernel.org/project/netdevbpf/patch/20200929093039.73872-3-lmb@cloudflare.com/,changes-requested,
71,23,kernel-change1-1102917,kernel-patch-12578359,"[net-next,7/8] net: drivers: get ready for const netdev->dev_addr",2021-10-22T17:55:42,kernel-series-568741,kernel-newseries-310234,kernel-individual-21892,kernel-people-190027,1,,https://patchwork.kernel.org/project/netdevbpf/patch/20211022175543.2518732-8-kuba@kernel.org/,superseded,
72,,kernel-change1-1102917,kernel-patch-12579155,"[net-next,v2,7/8] net: drivers: get ready for const netdev->dev_addr",2021-10-22T23:21:02,kernel-series-568843,kernel-newseries-310241,kernel-individual-21892,kernel-people-190027,1,,https://patchwork.kernel.org/project/netdevbpf/patch/20211022232103.2715312-8-kuba@kernel.org/,accepted,8bc7823ed3bd5b87765e1b3d6f72c69624680921
73,24,kernel-change1-1076684,kernel-patch-12261219,[net-next] atl1c: add 4 RX/TX queue support for Mikrotik 10/25G NIC,2021-05-17T08:53:02,kernel-series-483427,,kernel-individual-23496,kernel-people-198811,,,https://patchwork.kernel.org/project/netdevbpf/patch/20210517085302.1691101-1-gatis@mikrotik.com/,superseded,
74,,kernel-change1-1076684,kernel-patch-12276835,[net-next] atl1c: add 4 RX/TX queue support for Mikrotik 10/25G NIC,2021-05-24T19:11:15,kernel-series-487691,,kernel-individual-23496,kernel-people-198811,,,https://patchwork.kernel.org/project/netdevbpf/patch/20210524191115.2760178-1-gatis@mikrotik.com/,superseded,
75,,kernel-change1-1076684,kernel-patch-12278137,"[net-next,v2] atl1c: add 4 RX/TX queue support for Mikrotik 10/25G NIC",2021-05-25T08:19:33,kernel-series-487965,,kernel-individual-23496,kernel-people-198811,,,https://patchwork.kernel.org/project/netdevbpf/patch/20210525081933.2845119-1-gatis@mikrotik.com/,superseded,
76,,kernel-change1-1076684,kernel-patch-12280815,"[net-next,v3] atl1c: add 4 RX/TX queue support for Mikrotik 10/25G NIC",2021-05-26T07:58:30,kernel-series-488623,,kernel-individual-23496,kernel-people-198811,,,https://patchwork.kernel.org/project/netdevbpf/patch/20210526075830.2959145-1-gatis@mikrotik.com/,changes-requested,
77,,kernel-change1-1076684,kernel-patch-12284447,"[net-next,v4,4/4] atl1c: add 4 RX/TX queue support for Mikrotik 10/25G NIC",2021-05-27T14:44:23,kernel-series-489611,kernel-newseries-308482,kernel-individual-23496,kernel-people-198811,,,https://patchwork.kernel.org/project/netdevbpf/patch/20210527144423.3395719-5-gatis@mikrotik.com/,accepted,057f4af2b1716f6d6cef285a1c9b7a9bb63d822b
