,change1_original_id,patch_original_id,patch_name,correct_grouping
74,,ozlabs-patch-1330704,"[v3,09/10] x86: Rename board_final_cleanup() to board_final_init()",1
75,ozlabs-change1-496624,ozlabs-patch-581956,[U-Boot] ARM: tegra: enable USB device mode port on Dalmore,1
76,,ozlabs-patch-583050,"[U-Boot,V2,2/2] ARM: tegra: enable USB device mode port on Dalmore",1
77,ozlabs-change1-499460,ozlabs-patch-1168524,"[U-Boot,13/13] arm64: zynqmp: Use mailbox driver for PMUFW config loading",1
78,,ozlabs-patch-1170684,"[U-Boot,v2,13/13] arm64: zynqmp: Use mailbox driver for PMUFW config loading",1
79,ozlabs-change1-562471,ozlabs-patch-1642925,toradex: tdx-cfg-block: extend assembly version,1
80,,ozlabs-patch-1642932,[3/3] toradex: tdx-cfg-block: extend assembly version,1
81,ozlabs-change1-567995,ozlabs-patch-424285,"[U-Boot,21/22] x86: ivybridge: Update microcode early in boot",1
82,,ozlabs-patch-424934,"[U-Boot,v2,21/22] x86: ivybridge: Update microcode early in boot",1
83,ozlabs-change1-490361,ozlabs-patch-1613043,"[v9,07/16] arm: dts: rockchip: fix include rk3xxx-u-boot.dtsi",1
84,,ozlabs-patch-1615496,"[v10,07/16] arm: dts: rockchip: fix include rk3xxx-u-boot.dtsi",1
85,,ozlabs-patch-1618048,"[v11,07/16] arm: dts: rockchip: fix include rk3xxx-u-boot.dtsi",1
86,ozlabs-change1-507213,ozlabs-patch-1230213,"[v5,11/16] cmd: efidebug: add ""test bootmgr"" sub-command",1
87,,ozlabs-patch-1244665,"[v6,11/16] cmd: efidebug: add ""test bootmgr"" sub-command",1
88,,ozlabs-patch-1270041,"[v7,11/17] cmd: efidebug: add ""test bootmgr"" sub-command",1
89,ozlabs-change1-525440,ozlabs-patch-144452,"[U-Boot,1/2] i.MX28: Do data transfers via DMA in MMC driver",1
90,,ozlabs-patch-147141,"[U-Boot,5/9] i.MX28: Do data transfers via DMA in MMC driver",1
91,ozlabs-change1-504540,ozlabs-patch-544340,"[U-Boot,13/17] board/keymile/km82xx: setting dip_switch 3 and 4 will run bootloader",1
92,,ozlabs-patch-545489,"[U-Boot,v2,11/15] board/keymile/km82xx: setting dip_switch 3 and 4 will run bootloader",1
93,ozlabs-change1-498471,ozlabs-patch-1033921,"[U-Boot,3/5] arm64: dts: ti: k3-am65: add mcu cpsw node",1
94,,ozlabs-patch-1035677,"[U-Boot,v2,3/5] arm64: dts: ti: k3-am65: add mcu cpsw node",1
95,,ozlabs-patch-1093011,"[U-Boot,v4,3/5] arm64: dts: ti: k3-am65: add mcu cpsw node",1
96,,ozlabs-patch-1111091,"[U-Boot,v5,3/5] arm64: dts: ti: k3-am65: add mcu cpsw node",1
97,,ozlabs-patch-1129509,"[U-Boot,v6,3/5] arm64: dts: ti: k3-am65: add mcu cpsw node",1
98,ozlabs-change1-497605,ozlabs-patch-903408,"[U-Boot,RFC,1/5] arm: v7: Update VBAR only if available",1
99,,ozlabs-patch-904046,"[U-Boot,1/7] arm: v7: Update VBAR only if available",1
100,,ozlabs-patch-905052,"[U-Boot,v2,1/7] arm: v7: Update VBAR only if available",1
101,ozlabs-change1-510146,ozlabs-patch-1107711,"[U-Boot,3/4] configs: ls1028a: enable DM support for pcf2127 rtc",1
102,,ozlabs-patch-1115084,"[U-Boot,v2,3/4] configs: ls1028a: enable DM support for pcf2127 rtc",1
103,,ozlabs-patch-1125994,"[U-Boot,v3,3/4] configs: ls1028a: enable DM support for pcf2127 rtc",1
104,,ozlabs-patch-1130396,"[U-Boot,v4,3/4] configs: ls1028a: enable DM support for pcf2127 rtc",1
105,ozlabs-change1-551232,ozlabs-patch-1069553,"[U-Boot,v5,06/11] rockchip: rk322x: add tpl support",1
106,,ozlabs-patch-1074368,"[U-Boot,v6,06/11] rockchip: rk322x: add tpl support",1
107,ozlabs-change1-565498,ozlabs-patch-273850,"[U-Boot,1/3] video, cfb_console: make background and foreground color configurable",1
108,,ozlabs-patch-285385,"[U-Boot] video, cfb_console: make background and foreground color configurable",1
109,ozlabs-change1-520016,ozlabs-patch-1010178,[U-Boot] efi_loader: Make RTS relocation more robust,1
110,,ozlabs-patch-1010906,"[U-Boot,v2] efi_loader: Make RTS relocation more robust",1
111,ozlabs-change1-516628,ozlabs-patch-1505814,[3/3] doc: Update CapsuleUpdate READMEs,1
112,,ozlabs-patch-1506465,[3/3] doc: Update CapsuleUpdate READMEs,1
113,ozlabs-change1-521420,ozlabs-patch-1164771,"[U-Boot,6/7] env: ti: boot: Boot Android with dynamic partitions",1
114,,ozlabs-patch-1182211,"[U-Boot,v2,7/8] env: ti: boot: Boot Android with dynamic partitions",1
115,,ozlabs-patch-1215290,"[v3,8/9] env: ti: boot: Boot Android with dynamic partitions",1
116,,ozlabs-patch-1228882,"[v4,09/10] env: ti: boot: Boot Android with dynamic partitions",1
117,ozlabs-change1-534476,ozlabs-patch-945458,"[U-Boot,V2,30/32] mmc: fsl_esdhc: add uclass clk support",1
118,,ozlabs-patch-953681,"[U-Boot,V3,30/32] mmc: fsl_esdhc: add uclass clk support",1
119,,ozlabs-patch-966177,"[U-Boot,V4,30/32] mmc: fsl_esdhc: add uclass clk support",1
120,,ozlabs-patch-975178,"[U-Boot,V5,30/32] mmc: fsl_esdhc: add uclass clk support",1
121,,ozlabs-patch-985863,"[U-Boot,v6,32/34] mmc: fsl_esdhc: add uclass clk support",1
122,ozlabs-change1-530822,ozlabs-patch-1271501,libfdt: migrate fdt_ro.c to a wrapper of scripts/dtc/libfdt/fdt_ro.c,1
123,,ozlabs-patch-1271617,"[v2,1/3] libfdt: migrate fdt_ro.c to a wrapper of scripts/dtc/libfdt/fdt_ro.c",1
124,ozlabs-change1-506640,ozlabs-patch-1591613,[5/5] clk: scmi: register scmi clocks with CCF,1
125,,ozlabs-patch-1595389,"[v2,5/5] clk: scmi: register scmi clocks with CCF",1
126,ozlabs-change1-495199,ozlabs-patch-193682,"[U-Boot,2/2] ARM: rpi_b: enable SD controller, add related env/cmds",1
127,,ozlabs-patch-197787,"[U-Boot,V2,2/2] ARM: rpi_b: enable SD controller, add related env/cmds",1
128,,ozlabs-patch-202095,"[U-Boot,V4,7/7] ARM: rpi_b: enable SD controller, add related env/cmds",1
129,,ozlabs-patch-202357,"[U-Boot,V5,2/2] ARM: rpi_b: enable SD controller, add related env/cmds",1
130,,ozlabs-patch-212380,"[U-Boot,V5,REPOST,7/7] ARM: rpi_b: enable SD controller, add related env/cmds",1
131,,ozlabs-patch-216750,"[U-Boot,V5,REPOST,2,7/7] ARM: rpi_b: enable SD controller, add related env/cmds",1
132,ozlabs-change1-549180,ozlabs-patch-515473,"[U-Boot,2/5] Revert ""dm: usb: Use device_unbind_children to clean up usb devs on stop""",1
133,,ozlabs-patch-541598,"[U-Boot,v2,15/26] Revert ""dm: usb: Use device_unbind_children to clean up usb devs on stop""",1
134,ozlabs-change1-564701,ozlabs-patch-282487,"[U-Boot,V6,01/10] usb: rename board_usb_init_type to usb_init_type",1
135,,ozlabs-patch-285499,"[U-Boot,1/1] usb: rename board_usb_init_type to usb_init_type",1
136,ozlabs-change1-512263,ozlabs-patch-176423,"[U-Boot,2/6] davinci: ea20: the console is always set to the serial line",1
137,,ozlabs-patch-182018,"[U-Boot,v3,2/6] davinci: ea20: the console is always set to the serial line",1
138,,ozlabs-patch-183833,"[U-Boot,v4,2/6] davinci: ea20: the console is always set to the serial line",1
139,ozlabs-change1-534955,ozlabs-patch-1312403,[5/5] mmc: renesas-sdhi: Enable support for R8A774A1,1
140,,ozlabs-patch-1312952,"[V2,5/5] mmc: renesas-sdhi: Enable support for R8A774A1",1
141,,ozlabs-patch-1319946,"[V3,5/6] mmc: renesas-sdhi: Enable support for R8A774A1",1
142,ozlabs-change1-501304,ozlabs-patch-92055,"[U-Boot,1/2] automatic update from FIT image: add optional address parameter",1
143,,ozlabs-patch-104979,"[U-Boot,v2,1/2] automatic update from FIT image: add optional address parameter",1
144,ozlabs-change1-568726,ozlabs-patch-430844,"[U-Boot,3/3] x86: Test mtrr support flag before accessing mtrr msr",1
145,,ozlabs-patch-431664,"[U-Boot,v2,3/3] x86: Test mtrr support flag before accessing mtrr msr",1
146,ozlabs-change1-553948,ozlabs-patch-556549,[U-Boot] serial: Use static inline for _debug_uart_init(),1
147,,ozlabs-patch-556993,"[U-Boot,v2] serial: Use static inline for _debug_uart_init()",1
148,ozlabs-change1-538571,ozlabs-patch-1065347,"[U-Boot,1/5] mx7_common: Share configs to skip low level init",1
149,,ozlabs-patch-1067885,"[U-Boot,v2,1/6] mx7_common: Share configs to skip low level init",1
150,,ozlabs-patch-1089879,"[U-Boot,v3,2/9] mx7_common: Share configs to skip low level init",1
151,,ozlabs-patch-1096762,"[U-Boot,v4,1/8] mx7_common: Share configs to skip low level init",1
152,ozlabs-change1-532179,ozlabs-patch-1103982,"[U-Boot,v3,06/12] Makefile.lib: include /__symbols__ in dtb if SPL_LOAD_FIT_APPLY_OVERLAY is enabled",1
153,,ozlabs-patch-1142076,"[U-Boot,v4,07/15] Makefile.lib: include /__symbols__ in dtb if SPL_LOAD_FIT_APPLY_OVERLAY is enabled",1
154,,ozlabs-patch-1165279,"[U-Boot,v5,07/15] Makefile.lib: include /__symbols__ in dtb if SPL_LOAD_FIT_APPLY_OVERLAY is enabled",1
155,,ozlabs-patch-1181420,"[U-Boot,v6,07/13] Makefile.lib: include /__symbols__ in dtb if SPL_LOAD_FIT_APPLY_OVERLAY is enabled",1
156,ozlabs-change1-539369,ozlabs-patch-244174,"[U-Boot,02/10] net: calxedaxgmac: enable rx cut-thru",1
157,,ozlabs-patch-250963,"[U-Boot,v2,02/10] net: calxedaxgmac: enable rx cut-thru",1
158,ozlabs-change1-533336,ozlabs-patch-1550823,[02/14] mips: mtmips: add two reference boards for mt7621,1
159,,ozlabs-patch-1556860,"[v2,02/14] mips: mtmips: add two reference boards for mt7621",1
160,,ozlabs-patch-1623572,"[v3,02/15] mips: mtmips: add two reference boards for mt7621",1
161,,ozlabs-patch-1629098,"[v4,06/25] mips: mtmips: add two reference boards for mt7621",1
162,,ozlabs-patch-1631253,"[v5,06/25] mips: mtmips: add two reference boards for mt7621",1
163,,ozlabs-patch-1633657,"[v6,06/25] mips: mtmips: add two reference boards for mt7621",1
164,ozlabs-change1-509225,ozlabs-patch-968032,"[U-Boot,RFC,2/2] config.mk: Remove duplicated -fno-strict-aliasing",1
165,,ozlabs-patch-970392,"[U-Boot,2/2] config.mk: Remove duplicated -fno-strict-aliasing",1
166,ozlabs-change1-513358,ozlabs-patch-77654,"[U-Boot,v2] Divides variable of linker flags to LDFLAGS-u-boot and LDFLAGS",1
167,,ozlabs-patch-78353,"[U-Boot,v3] Divides variable of linker flags to LDFLAGS-u-boot and LDFLAGS",1
168,ozlabs-change1-559161,ozlabs-patch-759922,[U-Boot] sunxi: setup simplefb for Allwinner DE2,1
169,,ozlabs-patch-812438,"[U-Boot,v2,2/2] sunxi: setup simplefb for Allwinner DE2",1
170,,ozlabs-patch-813141,"[U-Boot,v3,3/3] sunxi: setup simplefb for Allwinner DE2",1
171,,ozlabs-patch-814032,"[U-Boot,v4,3/3] sunxi: setup simplefb for Allwinner DE2",1
172,,ozlabs-patch-816345,"[U-Boot,v5,4/4] sunxi: setup simplefb for Allwinner DE2",1
173,,ozlabs-patch-830437,"[U-Boot,RESEND,v5,4/4] sunxi: setup simplefb for Allwinner DE2",1
174,ozlabs-change1-499776,ozlabs-patch-95661,[U-Boot] ARMV7: Vexpress: Add missing MMC header,1
175,,ozlabs-patch-97018,"[U-Boot,v2] ARMV7: Vexpress: Add missing MMC header",1
176,ozlabs-change1-545988,ozlabs-patch-1135646,"[U-Boot,46/47] powerpc: MPC8548CDS: Disable legacy PCIe driver when DM_PCI is enabled",1
177,,ozlabs-patch-1153791,"[U-Boot,PATCHv2,46/47] powerpc: MPC8548CDS: Disable legacy PCIe driver when DM_PCI is enabled",1
178,ozlabs-change1-523756,ozlabs-patch-1274761,"[U-BOOT,20/26] fs: btrfs: Use btrfs_lookup_path() to implement btrfs_exists() and btrfs_size()",1
179,,ozlabs-patch-1297118,"[U-BOOT,v2,21/30] fs: btrfs: Use btrfs_lookup_path() to implement btrfs_exists() and btrfs_size()",1
180,,ozlabs-patch-1316362,"[U-BOOT,v3,21/30] fs: btrfs: Use btrfs_lookup_path() to implement btrfs_exists() and btrfs_size()",1
181,ozlabs-change1-510760,ozlabs-patch-1342100,configs: socfpga: add kernel parameter for immediate reboot,1
182,,ozlabs-patch-1342110,[v2] configs: socfpga: add kernel parameter for immediate reboot,1
183,ozlabs-change1-544249,ozlabs-patch-731978,"[U-Boot,3/6] pcie-layerscape: Define stream-ids for Layerscape Chassis-2",1
184,,ozlabs-patch-741903,"[U-Boot,v2,3/6] pcie-layerscape: Define stream-ids for Layerscape Chassis-2",1
185,ozlabs-change1-506412,ozlabs-patch-1093130,"[U-Boot,3/6] clk: imx8qm: fix usdhc2 clocks",1
186,,ozlabs-patch-1094372,"[U-Boot,v2,3/6] clk: imx8qm: fix usdhc2 clocks",1
187,,ozlabs-patch-1108425,"[U-Boot,v3,3/6] clk: imx8qm: fix usdhc2 clocks",1
188,ozlabs-change1-488843,ozlabs-patch-380557,"[U-Boot,3/4] arm: debug: import debug files from Linux 3.16",1
189,,ozlabs-patch-383658,"[U-Boot,v2,3/6] arm: debug: import debug files from Linux 3.16",1
190,,ozlabs-patch-384612,"[U-Boot,v3,3/6] arm: debug: import debug files from Linux 3.16",1
191,ozlabs-change1-531566,ozlabs-patch-1221836,[04/33] mailbox: Rename free() to rfree(),1
192,,ozlabs-patch-1232815,"[v2,04/32] mailbox: Rename free() to rfree()",1
193,ozlabs-change1-515958,ozlabs-patch-342085,"[U-Boot,02/11] Do not apply: tools: add genkconfig",1
194,,ozlabs-patch-352694,"[U-Boot,RFCv2a,02/14] Do not apply: tools: add genkconfig",1
195,,ozlabs-patch-352711,"[U-Boot,RFCv2b,02/14] Do not apply: tools: add genkconfig",1
196,,ozlabs-patch-353419,"[U-Boot,v2,02/11] Do not apply: tools: add genkconfig",1
197,,ozlabs-patch-363296,"[U-Boot,v3,02/11] Do not apply: tools: add genkconfig",1
198,,ozlabs-patch-372509,"[U-Boot,v4,02/15] Do not apply: tools: add genkconfig",1
199,,ozlabs-patch-373106,"[U-Boot,v5,02/15] Do not apply: tools: add genkconfig",1
200,,ozlabs-patch-374005,"[U-Boot,v6,02/15] Do not apply: tools: add genkconfig",1
201,,ozlabs-patch-374412,"[U-Boot,v7,02/15] Do not apply: tools: add genkconfig",1
202,ozlabs-change1-485544,ozlabs-patch-813308,"[U-Boot,1/8] adc: Add driver for Rockchip Saradc",1
203,,ozlabs-patch-815432,"[U-Boot,U-Boot,v2,01/14] adc: Add driver for Rockchip SARADC",1
204,ozlabs-change1-532985,ozlabs-patch-766184,"[U-Boot,3/4] mips: bmips: add bcm63xx-hsspi driver support for BCM63268",1
205,,ozlabs-patch-770774,"[U-Boot,v2,3/4] mips: bmips: add bcm63xx-hsspi driver support for BCM63268",1
206,,ozlabs-patch-775716,"[U-Boot,v3,3/4] mips: bmips: add bcm63xx-hsspi driver support for BCM63268",1
207,,ozlabs-patch-795335,"[U-Boot,v4,3/4] mips: bmips: add bcm63xx-hsspi driver support for BCM63268",1
208,,ozlabs-patch-861033,"[U-Boot,v5,3/4] mips: bmips: add bcm63xx-hsspi driver support for BCM63268",1
209,,ozlabs-patch-863893,"[U-Boot,v6,3/4] mips: bmips: add bcm63xx-hsspi driver support for BCM63268",1
210,ozlabs-change1-510464,ozlabs-patch-1283489,[11/13] configs: P1010RDB: Enable DM_ETH config,1
211,,ozlabs-patch-1303978,"[PATCHv2,11/13] configs: P1010RDB: Enable DM_ETH config",1
212,,ozlabs-patch-1308384,"[PATCHv3,13/15] configs: P1010RDB: Enable DM_ETH config",1
213,,ozlabs-patch-1321120,"[PATCHv4,14/16] configs: P1010RDB: Enable DM_ETH config",1
214,,ozlabs-patch-1330137,"[PATCHv5,16/18] configs: P1010RDB: Enable DM_ETH config",1
215,,ozlabs-patch-1368943,"[PATCHv6,15/18] configs: P1010RDB: Enable DM_ETH config",1
216,,ozlabs-patch-1368884,"[PATCHv6,15/18] configs: P1010RDB: Enable DM_ETH config",1
217,ozlabs-change1-519449,ozlabs-patch-783636,"[U-Boot,v2,3/3] efi_loader: define all known status codes",1
218,,ozlabs-patch-784315,"[U-Boot,v3,2/3] efi_loader: define all known status codes",1
219,ozlabs-change1-514685,ozlabs-patch-777885,"[U-Boot,10/14] dm: mmc: sunxi: Add support for driver model",1
220,,ozlabs-patch-784244,"[U-Boot,v2,10/15] dm: mmc: sunxi: Add support for driver model",1
221,ozlabs-change1-527620,ozlabs-patch-1160847,"[U-Boot,RFC,v1,5/5] imx: nandbcb: add support for writing BCB only",1
222,,ozlabs-patch-1162750,"[U-Boot,v1,5/5] imx: nandbcb: add support for writing BCB only",1
223,,ozlabs-patch-1180611,"[U-Boot,v2,5/5] imx: nandbcb: add support for writing BCB only",1
224,,ozlabs-patch-1188576,"[U-Boot,v3,5/5] imx: nandbcb: add support for writing BCB only",1
225,ozlabs-change1-558219,ozlabs-patch-1421825,[09/17] sunxi: add support for H616 uart0,1
226,,ozlabs-patch-1424820,"[v2,09/21] sunxi: add support for H616 uart0",1
227,ozlabs-change1-502381,ozlabs-patch-1307195,[09/30] bk4r1: Re-convert CONFIG_AUTOBOOT_PROMPT et al to Kconfig,1
228,,ozlabs-patch-1310788,"[PATCHv2,09/31] bk4r1: Re-convert CONFIG_AUTOBOOT_PROMPT et al to Kconfig",1
229,ozlabs-change1-556618,ozlabs-patch-790528,"[U-Boot,09/52] spl: dm: Kconfig: introduce TPL_RAM (in analogy to SPL_RAM)",1
230,,ozlabs-patch-793810,"[U-Boot,v2,09/56] spl: dm: Kconfig: introduce TPL_RAM (in analogy to SPL_RAM)",1
231,,ozlabs-patch-795044,"[U-Boot,v3,11/66] spl: dm: Kconfig: introduce TPL_RAM (in analogy to SPL_RAM)",1
232,,ozlabs-patch-796835,"[U-Boot,v4,11/66] spl: dm: Kconfig: introduce TPL_RAM (in analogy to SPL_RAM)",1
233,ozlabs-change1-566903,ozlabs-patch-433111,"[U-Boot,16/23] x86: Allow FSP Kconfig settings for all x86",1
234,,ozlabs-patch-433779,"[U-Boot,v2,16/22] x86: Allow FSP Kconfig settings for all x86",1
235,ozlabs-change1-557169,ozlabs-patch-923429,[U-Boot] spl: Weed out CONFIG_SYS_TEXT_BASE usage,1
236,,ozlabs-patch-957405,"[U-Boot,V2] spl: Weed out CONFIG_SYS_TEXT_BASE usage",1
237,ozlabs-change1-501349,ozlabs-patch-71804,"[U-Boot,3/3] avr32: Add simple paging support",1
238,,ozlabs-patch-71812,"[U-Boot,v2,3/3] avr32: Add simple paging support",1
239,ozlabs-change1-538494,ozlabs-patch-1225967,mx6sxsabresd: Keep only one target,1
240,,ozlabs-patch-1229852,[v2] mx6sxsabresd: Keep only one target,1
241,ozlabs-change1-541275,ozlabs-patch-749091,"[U-Boot,PATCHv2,13/21] net: sunxi_emac: Write HW address via net_ops hook",1
